PMCID,DOI,Field,Category,CopilotValue,HumanValue,CopilotHasNumericOrPercent,HumanHasNumericOrPercent,NumericOrPercentPresence,NumericOrPercentComparable,NumericMatch,PercentMatch,DirectNumericPercentMatch,CopilotMissingMode,HumanStrongNegative,NeiRelevant,NeiScore,NeiRule,CopilotYesNo,HumanYesNo,YesNoRelevant,YesNoComparable,YesNoScore,YesNoRule,CopilotUrlCount,HumanUrlCount,UrlRelevant,UrlComparable,UrlScore,UrlRule
PMC10684096,10.1371/journal.pone.0294812,model/availability,model,"* **Source Code Released**: Yes.

* **Code URL/License**:
  * Source: https://github.com/globalbiodata/inventory_2022/tree/main/src | License: Not enough information is available
  * Source: https://github.com/globalbiodata/inventory_2022/tree/main/snakemake | License: Not enough information is available
  * Source: https://github.com/globalbiodata/inventory_2022/blob/main/running_pipeline.ipynb | License: Not enough information is available
  * Source: https://github.com/globalbiodata/inventory_2022/blob/main/updating_inventory.ipynb | License: Not enough information is available
  * Source: https://github.com/globalbiodata/inventory_2022/blob/main/config/query.txt | License: Not enough information is available
  * Source: https://github.com/globalbiodata/inventory_2022/blob/main/config/models_info.tsv | License: Not enough information is available
  * Source: https://github.com/globalbiodata/inventory_2022/blob/main/config/train_predict.yml | License: Not enough information is available
  * Source: https://github.com/globalbiodata/inventory_2022/blob/main/config/.pylintrc | License: Not enough information is available

* **Simplified Run Method**:
  * Tool Type: Google Colab Protocol | URL: https://www.protocols.io/view/set-up-biodata-resource-inventory-in-google-colab-5jyl89o36v2w/v1",Source code available: Yes - https://zenodo.org/records/10105162. Algorithms and models can be run using the 2x Snakemake reusable pipelines and also an iPython notebook (ipynb) file is available for use Google Colab/other notebook deployment platforms. ,True,True,True,True,True,False,True,partial_missing,False,True,0.0,no_nei_match,yes,yes,True,True,1.0,yesno_match,9,1,True,True,0.0,no_url_match
PMC10684096,10.1371/journal.pone.0294812,evaluation/comparison,evaluation,"* **Comparison Performed**: Yes
  * **List of tools/baselines**:
    * **re3data**: A data inventory organization compared to assess overlap and complementarity.
    * **FAIRsharing**: Another data inventory organization compared to evaluate differences and potential integration.
    * **BioMed-RoBERTa-RCT**: A model architecture used for both article classification and NER tasks, achieving the highest precision and F1 scores in respective evaluations.
    * **BioMed-RoBERTa**: A model architecture evaluated for NER performance.
    * **SapBERT-Mean**: A model architecture evaluated for NER performance.
    * **PubMedBERT-Full**: A model architecture evaluated for NER performance.
    * **SapBERT**: A model architecture evaluated for NER performance.
    * **SciBERT**: A model architecture evaluated for NER performance.
    * **BERT**: A model architecture evaluated for NER performance.
    * **PubMedBERT**: A model architecture evaluated for NER performance.
    * **BioMed-RoBERTa-CP**: A model architecture evaluated for NER performance.
    * **BioBERT**: A model architecture evaluated for NER performance.
    * **BioELECTRA-PMC**: A model architecture evaluated for NER performance.
    * **BlueBERT**: A model architecture evaluated for NER performance.
    * **BioELECTRA**: A model architecture evaluated for NER performance.
    * **BlueBERT-MIMIC-III**: A model architecture evaluated for NER performance.
    * **ELECTRA-Med**: A model architecture evaluated for NER performance.","Yes, a camparison to manually curated database regisrties was undertaken as deatailed in section 2.9.2 'Comparison with existing registries.' This utilised data from re3data.org and FAIRsharing regsitries using their APIs. Limitations of the benchmark datasets noted in the text.

This was not a simpler ML model baseline as this work was novel, but instead against manually curated datasets containing the same fields the model was extracting with NER.

The authors initially expected greater overlap with re3data.org and FAIRSharing, but only 536/3112 (17.2%) inventory resources were identified in these two registries; similarly, the majority of life science resources within both re3data (975/1189, 80.5%) and FAIRsharing (1161/1640, 70.8%) are not found in their inventory.",True,True,True,True,True,False,True,other,False,False,0.0,no_nei_match,yes,yes,True,True,1.0,yesno_match,0,0,False,False,0.0,no_url_match
PMC10716825,10.1093/gigascience/giad108,optimization/meta,optimization,"* Meta-predictor: No

* Constituent Algorithms:
  * Not enough information is available",No. ,False,False,False,False,False,False,False,partial_missing,True,True,0.5,partial_missing_to_negative_half_match,no,no,True,True,1.0,yesno_match,0,0,False,False,0.0,no_url_match
PMC10730818,10.1038/s41467-023-43934-4,evaluation/method,evaluation,"**Evaluation Strategy**:
* **Training-Test Split**: The method was evaluated using a training-test split strategy. The dataset was split at the CATH homologous superfamily (H) level to ensure no overlap between training and testing datasets. This was achieved by constructing an adjacency matrix of CATH superfamilies and assigning components to either the training or test set.
* **Redundancy Filtering**: Further redundancy filtering was performed using CD-HIT to cluster targets with a sequence identity of greater than 99%.
* **Final Dataset Sizes**: The final training set contained 17,287 chains, and the testing set contained 663 chains.","They evaluated the model on a test split which did not overlap at the CATH homologous superfamily (H) level with the training set.
No mention was made of cross-validation.",True,False,True,False,False,False,False,other,True,False,0.0,no_nei_match,no,no,True,True,1.0,yesno_match,0,0,False,False,0.0,no_url_match
PMC10730818,10.1038/s41467-023-43934-4,evaluation/confidence,evaluation,"* Statistical Confidence:
  * CIs: Yes - The reviewer mentions the ""distribution"" of MCC and IoU values, which implies the use of confidence intervals to represent the variability and uncertainty in the measurements.
  * p-values: No - Not enough information is available.","Yes, confidence intervals are reported. Merizo is the most performant method on the CATH-663 set when scoring by IoU. It is followed closely by UniDoc, which has a wider distribution.",False,True,True,False,False,False,False,partial_missing,False,True,0.0,no_nei_match,mixed,yes,True,True,0.5,yesno_partial_mixed,0,0,False,False,0.0,no_url_match
PMC10940896,10.46471/gigabyte.113,optimization/meta,optimization,"* Meta-predictor: No

* Constituent Algorithms:
  * Not enough information is available",No meta-predictions were used.,False,False,False,False,False,False,False,partial_missing,True,True,0.5,partial_missing_to_negative_half_match,no,no,True,True,1.0,yesno_match,0,0,False,False,0.0,no_url_match
PMC11034027,10.1093/gigascience/giae017,optimization/fitting,optimization,"* **p > N: No**

  The SpikeHunter model has 4 fully connected layers with 1280, 568, 128, and 2 nodes respectively. Assuming standard fully connected layer calculations, the parameter count (p) is approximately 1,280 * 568 + 568 * 128 + 128 * 2 = 766,336. The training set size (N) is 122,506. Therefore, p < N.

* **Over-fitting Evidence**:
  * Early stopping: Training was halted when the model’s performance on the validation dataset did not improve for 3 consecutive epochs.
  * Dropout: Ablation studies included integrating dropout layers with a 0.2 dropout ratio into each linear layer of the fully connected layers.",The model's parameter count is approximately eight times the number of training data points. Early stopping was adopted to stop training once the model performance was no longer improved on the validation dataset for three consecutive epochs to avoid overfitting.,True,False,True,False,False,False,False,other,True,False,0.0,no_nei_match,no,no,True,True,1.0,yesno_match,0,0,False,False,0.0,no_url_match
PMC11034027,10.1093/gigascience/giae017,evaluation/comparison,evaluation,"**Comparison Performed**: No

Not enough information is available to identify state-of-the-art tools or simpler baseline models used for comparison.",No.,False,False,False,False,False,False,False,partial_missing,True,True,0.5,partial_missing_to_negative_half_match,no,no,True,True,1.0,yesno_match,0,0,False,False,0.0,no_url_match
PMC11034027,10.1093/gigascience/giae017,evaluation/confidence,evaluation,* Statistical Confidence: [CIs: No | p-values: No - Not enough information is available].,No.,False,False,False,False,False,False,False,partial_missing,True,True,0.5,partial_missing_to_negative_half_match,no,no,True,True,1.0,yesno_match,0,0,False,False,0.0,no_url_match
PMC11223784,10.1093/nar/gkae385,optimization/meta,optimization,"* Meta-predictor: No

* Constituent Algorithms:
  * Not enough information is available",No.,False,False,False,False,False,False,False,partial_missing,True,True,0.5,partial_missing_to_negative_half_match,no,no,True,True,1.0,yesno_match,0,0,False,False,0.0,no_url_match
PMC11223784,10.1093/nar/gkae385,evaluation/confidence,evaluation,"* Statistical Confidence:
  * CIs: No
  * p-values: Yes - 2.5e-4",Yes,True,False,True,False,False,False,False,other,False,False,0.0,no_nei_match,mixed,yes,True,True,0.5,yesno_partial_mixed,0,0,False,False,0.0,no_url_match
PMC11299106,10.1093/gigascience/giae047,dataset/redundancy,dataset,"* **Redundancy Methodology**: The authors used a random split of classified plasmid genomes at a proportion of 70% for training and 30% for testing. This approach does not explicitly mention an identity threshold or group-level partitioning, suggesting a simple random split.

* **Independent Sets**: Yes. The authors mention that they randomly split the classified plasmid genomes into training and test datasets, which implies an attempt to ensure independence. However, the method does not specify any additional steps to prevent leakage beyond the random split.

* **Independence Enforcement**: Not enough information is available. The authors do not provide specific details on how the independence between training and test sets was enforced beyond the random split. There is no mention of filters or logical rules used during partitioning to ensure strict independence.","When training the four MOB classification models suitable for different length ranges, the training and testing sets were randomly split in a 7:3 ratio. There was no overlap between the training and testing sets; they were independent of each other.",True,True,True,True,False,False,False,partial_missing,True,True,0.5,partial_missing_to_negative_half_match,mixed,no,True,True,0.5,yesno_partial_mixed,0,0,False,False,0.0,no_url_match
PMC11299106,10.1093/gigascience/giae047,optimization/meta,optimization,"* Meta-predictor: Yes

* Constituent Algorithms:
  * Random Forest (100-400 bp)
  * Random Forest (401-800 bp)
  * Random Forest (801-1200 bp)
  * Random Forest (1201-1600 bp)",No.,True,False,True,False,False,False,False,other,True,False,0.0,no_nei_match,yes,no,True,True,0.0,yesno_mismatch,0,0,False,False,0.0,no_url_match
PMC11299106,10.1093/gigascience/giae047,evaluation/comparison,evaluation,"**Comparison Performed**: Yes

* **MOB-suite**: A tool used for MOB typing in plasmid metagenomics.
* **MOBscan**: A tool that uses the HMMER model to annotate relaxases and perform MOB typing. The MOBscan relaxase database was downloaded from https://castillo.dicom.unican.es/mobscan_about. The tool is available at https://github.com/santirdnd/COPLA/.
* **Prokka**: A tool used for annotating plasmid proteins in the test set for MOBscan.","As there are currently no benchmark datasets for metagenomic plasmid assembly fragments, this study constructed one from scratch and compared it with existing tools like MOB-suite and MOBscan.",False,False,False,False,False,False,False,other,True,False,0.0,no_nei_match,yes,no,True,True,0.0,yesno_mismatch,2,0,True,False,0.0,no_url_match
PMC11340644,10.1093/gigascience/giae059,optimization/meta,optimization,"* Meta-predictor: No

* Constituent Algorithms:
  * Not enough information is available",No.,False,False,False,False,False,False,False,partial_missing,True,True,0.5,partial_missing_to_negative_half_match,no,no,True,True,1.0,yesno_match,0,0,False,False,0.0,no_url_match
PMC11340644,10.1093/gigascience/giae059,evaluation/comparison,evaluation,"**Comparison Performed**: Yes

* **Bias**: A method for predicting reservoir hosts and arthropod vectors from evolutionary signatures in RNA virus genomes.
* **Bias_Blast**: A variant of Bias that incorporates BLAST for sequence alignment.
* **DSP**: A method for alignment-free sequence comparison and reservoir host prediction.
* **Bias_Blast_Dsp**: A combined method that integrates Bias, BLAST, and DSP.
* **k-mer**: Various types of k-mer-based methods for predicting host taxonomic information from viral genomes.
* **DeepHoF**: A deep learning-based method for predicting hosts based on early SARS-CoV-2 samples.","Yes, we set the alignment-based method, BLASTN, as the baseline model. We then further comared VirHost with various available learning-based methods and validated the outperforming accuracy of VirHost.",True,False,True,False,False,False,False,other,False,False,0.0,no_nei_match,yes,yes,True,True,1.0,yesno_match,0,0,False,False,0.0,no_url_match
PMC11345537,10.1093/gigascience/giae057,evaluation/comparison,evaluation,"* **Comparison Performed**: Yes
  * **List of tools/baselines**:
    * **Xception**: The authors used the Xception architecture as their primary model. This choice was justified by its lightweight nature and successful application in histopathology classification tasks. The model was pre-trained on ImageNet.
    * **ResNet**: The authors mentioned that the Xception model may outperform the more commonly used ResNet architecture, indicating a potential comparison or consideration of ResNet as a baseline.
    * **Pathology-specific pre-trained models**: The authors discussed the availability of pathology-specific pre-trained models but opted not to use them due to the risk of data leakage from the TCGA dataset, which was used as an external test cohort. This suggests an awareness of these models as potential benchmarks.
    * **RS-CNN**: The reviewer mentioned the RS-CNN model, but there is no explicit comparison or description of this model in the provided context.",NA / no benchmark datasets available.,False,False,False,False,False,False,False,other,True,False,0.0,no_nei_match,mixed,no,True,True,0.5,yesno_partial_mixed,0,0,False,False,0.0,no_url_match
PMC11345537,10.1093/gigascience/giae057,evaluation/confidence,evaluation,"* **Statistical Confidence**:
  * **CIs**: Not enough information is available.
  * **p-values**: Yes - The authors report a p-value of 0.05 for the significance level of the Cox regression model. Additionally, they mention that age and radiochemotherapy remained statistically significant prognostic factors in a subset analysis, implying p-values less than 0.05 for these factors.",NA / no other methods for comparison available,True,False,True,False,False,False,False,partial_missing,True,True,0.5,partial_missing_to_negative_half_match,yes,no,True,True,0.0,yesno_mismatch,0,0,False,False,0.0,no_url_match
PMC11512451,10.1093/gigascience/giae073,optimization/meta,optimization,"* Meta-predictor: No

* Constituent Algorithms:
  * Not enough information is available",No,False,False,False,False,False,False,False,partial_missing,True,True,0.5,partial_missing_to_negative_half_match,no,no,True,True,1.0,yesno_match,0,0,False,False,0.0,no_url_match
PMC11512451,10.1093/gigascience/giae073,optimization/encoding,optimization,"* **Data Encoding Method**: The raw data underwent multiple sequence alignment using two methods: MAFFT (RRID:SCR_011811) and MUSCLE (RRID:SCR_011812). Additionally, a version of both alignments with a Gblocks (RRID:SCR_015945) refinement was created, resulting in a total of four alignments. These alignments were set to their default parameters. The amino acid sequences were then converted into numerical values using one-hot encoding. This encoding method treats any amino acids at a given position in the alignment, which are not present at that position in any training data, equivalently as unseen. For example, if only A and V are present at a highly conserved site in the training set, a sequence with T at that site will be considered as having no A and no V.","The deepBreaks pipeline for preprocessing starts with dropping columns in the dataset that contain missing values over a certain threshold. The default threshold is 80% of the number of samples.  Dropping the zero-entropy (constant) features from the dataset, is the next step.   deepBreaks uses one-hot encoding to convert amino acid sequences into numerical values. One consequence of this encoding is any amino acids at a given position in the alignment, which are not present at that position in any training data, will be treated equivalently as unseen. For example, cases of only A and V at a highly conserved site in the training set that are presented with a sequence with T at that site will be considered as no A and no V. The models cannot distinguish the input whether it's T or other unseen amino acids at that site.  ",True,True,True,True,False,False,False,other,True,False,0.0,no_nei_match,no,no,True,True,1.0,yesno_match,0,0,False,False,0.0,no_url_match
PMC11512451,10.1093/gigascience/giae073,evaluation/confidence,evaluation,"* Statistical Confidence:
  * CIs: Yes - 95% confidence interval
  * p-values: Yes - P = 1.24e-06, P = 2.56e-09, P = 0.086",No,True,False,True,False,False,False,False,other,True,False,0.0,no_nei_match,yes,no,True,True,0.0,yesno_mismatch,0,0,False,False,0.0,no_url_match
PMC11659981,10.1093/gigascience/giae108,optimization/meta,optimization,"* Meta-predictor: Yes.
* Constituent Algorithms:
  * scGraph2Vec
  * scVI
  * LDVAE
  * scVAE
  * siVAE
  * SAUCIE
  * scapGNN
  * scETM
  * scGNN
  * SIMBA","No, this question is not applicable to our work.",True,False,True,False,False,False,False,other,True,False,0.0,no_nei_match,yes,no,True,True,0.0,yesno_mismatch,0,0,False,False,0.0,no_url_match
PMC11659981,10.1093/gigascience/giae108,evaluation/comparison,evaluation,"* **Comparison Performed**: Yes
  * **List of tools/baselines**:
    * **VGAE-based embedding methods**:
      * ARGA
      * ARGVA
      * SIG-VAE
      * DGVAE
      * scVI
      * LDVAE
      * siVAE
      * scVAE
      * scGNN
      * scapGNN
      * scETM
      * SAUCIE
      * SIMBA
    * **Single-cell gene expression-based gene clustering methods**:
      * SCENIC (https://www.nature.com/articles/nmeth.4463)
      * LIGER (https://www.cell.com/cell/pdf/S0092-8674(19)30504-5.pdf)
    * **Additional methods**:
      * GenKI (not successfully tested due to computational constraints)
      * Another method (not tested due to unavailable source code)","Yes, we adopt a unified benchmark framework to compare scGraph2Vec with other gene embedding calculation methods, including scVI, LDVAE, siVAE, scVAE, scGNN, scapGNN, scETM, SAUCIE, and SIMBA.",True,True,True,True,False,False,False,other,False,False,0.0,no_nei_match,yes,yes,True,True,1.0,yesno_match,2,0,True,False,0.0,no_url_match
PMC11811528,10.1093/gigascience/giae119,dataset/availability,dataset,"* **Dataset Publicly Available**: No.

* **Dataset URL/License**:
  * UK Biobank data: https://www.ukbiobank.ac.uk/enable-your-research/apply-for-access | Not enough information is available.
  * DOME-ML annotations: Not enough information is available.","No, the data is not released.",False,False,False,False,False,False,False,partial_missing,True,True,0.5,partial_missing_to_negative_half_match,no,no,True,True,1.0,yesno_match,1,0,True,False,0.0,no_url_match
PMC11811528,10.1093/gigascience/giae119,optimization/meta,optimization,"* Meta-predictor: No

* Constituent Algorithms:
  * Not enough information is available",No.,False,False,False,False,False,False,False,partial_missing,True,True,0.5,partial_missing_to_negative_half_match,no,no,True,True,1.0,yesno_match,0,0,False,False,0.0,no_url_match
